ID,CAPACIDAD,NOMBRE,TELEFONO,DIRECCION,ESTRELLAS,RUT,HABDISPONIBLES,HABOCUPADAS,HORACIERRE,HORAAPERTURA,CEDULA,EDAD,TIPO
1055,2,Laniarius ferrugineus,884 691 9945,5714 Cherokee Point,null,89-090-9240,7,15,22,7,null,null,hostal
1056,5,Macaca mulatta,112 204 7827,92169 Melvin Avenue,null,15-309-6927,27,15,22,9,null,null,hostal
1057,8,Otaria flavescens,579 167 4729,5263 Stang Avenue,null,14-854-7440,14,1,23,6,null,null,hostal
1058,4,Fulica cristata,362 447 7435,34 Pine View Terrace,null,74-293-2820,20,16,18,8,null,null,hostal
1059,3,Psophia viridis,997 873 0446,11030 Artisan Point,null,08-780-3090,16,2,20,6,null,null,hostal
1060,6,Streptopelia senegalensis,301 408 5243,17299 Sutherland Place,null,49-562-6579,1,2,21,9,null,null,hostal
1061,10,Naja nivea,313 711 0878,25676 Schiller Crossing,null,06-444-2491,9,13,23,10,null,null,hostal
1062,7,Ciconia ciconia,537 982 8675,248 Portage Plaza,null,11-354-2713,24,16,23,9,null,null,hostal
1063,10,Uraeginthus angolensis,678 229 6677,2 Arapahoe Junction,null,01-581-9401,1,17,20,9,null,null,hostal
1064,8,Psittacula krameri,540 146 7714,0 Sauthoff Point,null,55-174-2926,29,14,22,10,null,null,hostal
1065,13,Fratercula corniculata,270 192 7685,86605 Mcbride Pass,null,65-705-1135,14,13,19,8,null,null,hostal
1066,6,Procyon lotor,388 200 2291,28 Buhler Crossing,null,27-907-8782,20,18,19,10,null,null,hostal
1067,12,Anastomus oscitans,977 253 7362,5965 Westport Terrace,null,69-950-9430,21,9,19,7,null,null,hostal
1068,7,Meleagris gallopavo,734 463 5776,087 Hoard Way,null,57-522-7622,22,16,19,10,null,null,hostal
1069,4,Semnopithecus entellus,509 828 0478,40984 Toban Circle,null,77-908-4103,2,10,19,8,null,null,hostal
1070,3,Colobus guerza,786 181 5994,213 Fallview Terrace,null,31-418-6106,13,13,20,8,null,null,hostal
1071,2,Sula nebouxii,362 565 9084,609 Oak Valley Hill,null,64-955-7291,9,14,21,10,null,null,hostal
1072,4,Chlamydosaurus kingii,684 769 0539,6692 Meadow Valley Lane,null,35-630-1507,30,13,18,6,null,null,hostal
1073,6,unavailable,209 179 7797,0 Mariners Cove Place,null,53-856-9521,3,5,22,6,null,null,hostal
1074,10,Damaliscus lunatus,873 387 3452,4 Morning Place,null,66-712-5376,23,11,18,8,null,null,hostal
1075,6,Bassariscus astutus,584 339 8929,8 Debra Street,null,10-830-7667,6,7,21,6,null,null,hostal
1076,6,Bassariscus astutus,842 873 0983,3 Buena Vista Pass,null,11-300-4372,28,15,20,6,null,null,hostal
1077,2,Chordeiles minor,822 587 7359,3 Lunder Alley,null,96-760-2377,22,15,19,6,null,null,hostal
1078,2,Neophoca cinerea,998 549 8899,4 Golf Course Terrace,null,78-048-7921,19,8,18,6,null,null,hostal
1079,10,Pitangus sulphuratus,193 889 7214,20 Cordelia Alley,null,84-657-7164,27,18,18,6,null,null,hostal
1080,6,Trachyphonus vaillantii,510 583 9274,8 Corscot Trail,null,49-956-9501,23,16,21,9,null,null,hostal
1081,13,Varanus salvator,153 171 1125,95083 Fordem Street,null,90-620-2782,13,11,23,10,null,null,hostal
1082,14,Alcelaphus buselaphus cokii,109 485 3596,0256 Hintze Way,null,04-489-1504,10,9,21,8,null,null,hostal
1083,14,Odocoileus hemionus,385 680 8067,021 Dakota Way,null,87-758-6812,16,20,21,7,null,null,hostal
1084,13,Ramphastos tucanus,368 838 6354,8912 Rutledge Drive,null,36-604-8170,5,7,20,8,null,null,hostal
1085,10,Threskionis aethiopicus,921 473 4632,47 Maple Parkway,null,66-860-0834,12,19,23,9,null,null,hostal
1086,13,Phasianus colchicus,631 536 0432,3920 Meadow Ridge Street,null,58-812-2619,9,16,19,10,null,null,hostal
1087,2,Dendrohyrax brucel,402 806 0158,8508 Dixon Plaza,null,41-882-9054,30,3,21,10,null,null,hostal
1088,14,Sciurus niger,740 950 7896,87567 Bluejay Terrace,null,84-733-1678,20,20,23,9,null,null,hostal
1089,3,Mazama gouazoubira,497 818 0682,5520 Eastwood Parkway,null,77-290-6051,21,15,21,6,null,null,hostal
1090,15,Dasyurus maculatus,303 786 2043,444 Anniversary Center,null,38-439-6271,7,10,18,10,null,null,hostal
1091,15,Trichoglossus haematodus moluccanus,869 868 4855,202 Lake View Park,null,92-444-2495,12,20,21,10,null,null,hostal
1092,15,Phasianus colchicus,418 373 4861,378 Grayhawk Terrace,null,38-204-7207,19,15,21,8,null,null,hostal
1093,1,Ovis musimon,390 108 2767,4801 Buell Lane,null,18-825-1281,7,7,20,10,null,null,hostal
1094,1,Felis wiedi or Leopardus weidi,200 741 9822,6175 Rockefeller Parkway,null,57-375-1790,27,2,20,6,null,null,hostal
1095,14,Panthera onca,609 663 6049,381 Thierer Avenue,null,78-742-9515,23,19,23,10,null,null,hostal
1096,13,Larus fuliginosus,818 484 9376,703 Golden Leaf Hill,null,19-579-3964,14,10,22,7,null,null,hostal
1097,9,Bassariscus astutus,158 780 5057,93 Shopko Alley,null,41-879-2723,6,4,18,10,null,null,hostal
1098,13,Naja haje,691 300 6433,51042 Hermina Avenue,null,60-415-7905,6,17,21,6,null,null,hostal
1099,12,Sylvicapra grimma,963 515 4247,2527 Lawn Way,null,83-524-1783,18,17,22,6,null,null,hostal
1100,8,Theropithecus gelada,635 423 9412,57 Macpherson Alley,null,50-243-6065,28,9,18,10,null,null,hostal
1101,15,Marmota flaviventris,758 129 9484,954 Carberry Parkway,null,20-474-3729,9,4,23,9,null,null,hostal
1102,15,Cebus apella,213 134 1897,455 Carberry Point,null,10-433-3084,17,6,19,8,null,null,hostal
1103,4,Felis concolor,272 942 5712,95 Wayridge Terrace,null,43-245-3712,17,10,18,8,null,null,hostal
1104,1,Actophilornis africanus,116 123 7811,9460 Killdeer Center,null,03-784-7141,17,14,23,7,null,null,hostal
1105,11,Notechis semmiannulatus,529 698 7146,7909 Waywood Circle,null,48-277-8227,27,10,19,7,null,null,hostal
1106,3,Columba palumbus,939 221 5862,3110 Bartelt Center,null,37-379-9460,22,12,21,9,null,null,hostal
1107,7,Lorythaixoides concolor,261 142 8287,87179 School Pass,null,08-974-1504,22,9,23,8,null,null,hostal
1108,3,Porphyrio porphyrio,669 520 8520,4172 Briar Crest Alley,null,98-870-8217,28,10,18,7,null,null,hostal
1109,14,Ciconia episcopus,725 264 4401,64801 Independence Park,null,47-689-1099,20,7,20,7,null,null,hostal
1110,8,Laniarius ferrugineus,276 170 9995,97 Eggendart Terrace,null,31-243-7850,24,8,22,7,null,null,hostal
1111,2,Gazella thompsonii,852 212 3286,26767 Hoepker Hill,null,87-488-5337,27,11,22,6,null,null,hostal
1112,1,Bettongia penicillata,464 324 7142,10 Miller Crossing,null,34-896-2694,25,18,23,9,null,null,hostal
1113,11,Ramphastos tucanus,566 250 2974,1943 Lerdahl Avenue,null,67-842-6193,20,20,21,9,null,null,hostal
1114,4,Tachyglossus aculeatus,177 773 8816,8 Mockingbird Road,null,30-551-0770,22,12,21,6,null,null,hostal
1115,10,Tockus flavirostris,842 419 9749,84 Amoth Point,null,67-327-0079,17,3,21,6,null,null,hostal
1116,11,Acinynox jubatus,188 547 5980,096 Anthes Trail,null,54-479-5757,12,6,18,7,null,null,hostal
1117,2,Cebus albifrons,955 959 6280,2316 David Court,null,29-769-9230,13,7,22,9,null,null,hostal
1118,15,Lycaon pictus,327 336 8091,87888 Nobel Street,null,97-407-4612,4,3,20,7,null,null,hostal
1119,15,Nesomimus trifasciatus,487 428 8889,09410 Meadow Ridge Road,null,24-194-2165,24,3,18,9,null,null,hostal
1120,14,Bucephala clangula,248 921 7686,9 Stephen Hill,null,12-953-6136,27,2,18,6,null,null,hostal
1121,15,Otocyon megalotis,753 532 9530,8700 Chive Park,null,93-433-7668,26,15,22,7,null,null,hostal
1122,9,Tamiasciurus hudsonicus,198 454 3342,50380 Gateway Drive,null,57-696-0234,22,2,22,6,null,null,hostal
1123,13,Corallus hortulanus cooki,463 333 1827,04 Northfield Crossing,null,46-881-8159,16,1,22,9,null,null,hostal
1124,1,Vulpes chama,187 658 3298,242 Sommers Parkway,null,18-820-6453,28,1,23,6,null,null,hostal
1125,11,Anser caerulescens,816 265 2882,221 Daystar Court,null,90-015-5823,8,9,23,9,null,null,hostal
1126,8,Corythornis cristata,929 768 4037,90283 Brown Court,null,53-001-4559,7,11,18,10,null,null,hostal
1127,13,Acanthaster planci,143 285 5672,40 Carpenter Terrace,null,92-246-0283,14,3,20,10,null,null,hostal
1128,12,Corvus albicollis,746 541 0076,873 Jana Point,null,47-810-5077,9,7,19,10,null,null,hostal
1129,3,Spermophilus lateralis,280 533 9374,78548 3rd Junction,null,39-300-4300,26,14,18,9,null,null,hostal
1130,12,Pteropus rufus,731 195 9436,3010 Westend Alley,null,43-020-2802,1,13,22,7,null,null,hostal
1131,8,Dasyurus maculatus,890 183 3392,2 Thompson Point,null,44-777-9857,9,1,21,6,null,null,hostal
1132,2,Hippopotamus amphibius,864 214 7973,0421 Norway Maple Place,null,03-118-4240,11,5,19,7,null,null,hostal
1133,1,Cracticus nigroagularis,876 784 1011,2876 Petterle Alley,null,52-832-0833,8,9,23,9,null,null,hostal
1134,8,Ctenophorus ornatus,570 233 0530,150 Northwestern Way,null,81-935-2343,12,18,21,6,null,null,hostal
1135,5,Gazella thompsonii,542 569 1919,2 Schurz Park,null,00-063-9056,11,4,21,10,null,null,hostal
1136,15,Boa caninus,779 846 7055,51658 Badeau Pass,null,18-876-4245,26,10,18,9,null,null,hostal
1137,11,Trichoglossus haematodus moluccanus,573 356 2236,25261 Starling Crossing,null,03-102-0176,26,14,20,7,null,null,hostal
1138,12,Melophus lathami,718 652 3012,013 Acker Avenue,null,56-341-3963,18,9,18,8,null,null,hostal
1139,3,Sciurus niger,987 370 7001,0578 Sloan Parkway,null,03-925-8160,12,8,20,7,null,null,hostal
1140,12,Halcyon smyrnesis,654 504 5112,442 Spohn Point,null,67-555-0158,23,19,19,8,null,null,hostal
1141,14,Macropus giganteus,859 193 2679,1 Center Way,null,32-487-8839,9,15,20,7,null,null,hostal
1142,1,Oryx gazella callotis,184 970 3337,2399 Becker Park,null,34-989-6213,3,16,20,9,null,null,hostal
1143,13,Colobus guerza,490 842 1400,63480 Hermina Terrace,null,49-565-1808,17,10,22,9,null,null,hostal
1144,3,Lycosa godeffroyi,237 557 8363,031 Eagle Crest Court,null,83-187-7971,18,2,19,7,null,null,hostal
1145,4,Papio cynocephalus,971 740 4758,0028 Glendale Center,null,48-924-2716,9,4,19,7,null,null,hostal
1146,2,Ara chloroptera,682 577 1078,3312 Grover Way,null,77-886-3630,12,1,21,9,null,null,hostal
1147,11,Columba livia,442 103 7613,0 Main Lane,null,86-908-7315,3,12,21,10,null,null,hostal
1148,12,Echimys chrysurus,973 939 2101,05113 High Crossing Parkway,null,34-933-0073,15,1,19,8,null,null,hostal
1149,8,Nyctanassa violacea,606 597 2142,310 Ruskin Crossing,null,35-849-5884,13,5,22,7,null,null,hostal
1150,11,Canis dingo,676 829 4058,326 Pleasure Place,null,61-007-6232,5,5,22,8,null,null,hostal
1151,6,Procyon lotor,248 375 1268,3 Judy Court,null,99-877-8650,26,8,22,8,null,null,hostal
1152,4,Nycticorax nycticorax,974 268 0258,83 Calypso Place,null,88-985-8086,7,16,19,9,null,null,hostal
1153,3,Sciurus vulgaris,516 206 8269,27 Acker Way,null,53-335-6898,18,6,20,8,null,null,hostal
1154,2,Falco peregrinus,597 931 2405,9 Ronald Regan Alley,null,31-460-0291,18,13,22,6,null,null,hostal
1155,11,Lutra canadensis,389 543 4486,602 South Plaza,null,82-080-7940,4,4,21,9,null,null,hostal
1156,11,Tamiasciurus hudsonicus,398 141 5062,1660 Eliot Place,null,85-590-4993,7,11,21,8,null,null,hostal
1157,7,Haliaetus vocifer,386 170 5840,684 Nobel Center,null,38-644-2244,12,8,18,6,null,null,hostal
1158,5,Sylvicapra grimma,336 933 3690,913 Twin Pines Hill,null,59-028-2467,14,15,18,8,null,null,hostal
1159,12,Myrmecophaga tridactyla,151 327 3424,8494 Oakridge Trail,null,20-831-3822,17,4,20,6,null,null,hostal
1160,7,Alcelaphus buselaphus cokii,163 392 3141,8 Packers Avenue,null,72-887-1077,3,4,22,8,null,null,hostal
1161,6,Corvus albicollis,213 554 8042,54195 Blackbird Crossing,null,21-662-3106,25,1,18,6,null,null,hostal
1162,10,Canis aureus,722 644 8001,8000 Steensland Center,null,66-384-7851,25,11,23,9,null,null,hostal
1163,4,Phalacrocorax carbo,284 738 4880,3 Longview Pass,null,63-007-3620,29,16,23,7,null,null,hostal
1164,11,Mycteria leucocephala,696 391 0944,22 Myrtle Street,null,03-679-0499,13,4,20,7,null,null,hostal
1165,3,Haliaetus vocifer,580 618 8284,295 Evergreen Parkway,null,52-538-9981,11,19,19,8,null,null,hostal
1166,14,Lorythaixoides concolor,407 737 4067,375 Blaine Terrace,null,36-527-1393,18,11,19,6,null,null,hostal
1167,13,Ceryle rudis,198 510 1512,27 Nelson Plaza,null,61-710-3482,9,4,23,9,null,null,hostal
1168,3,Picoides pubescens,146 690 8158,3 Pennsylvania Alley,null,80-960-6481,5,8,21,6,null,null,hostal
1169,2,Graspus graspus,564 582 0654,5 Porter Pass,null,46-694-7584,29,8,23,9,null,null,hostal
1170,15,Ovis ammon,530 858 2404,2 Annamark Plaza,null,82-922-9376,10,18,23,9,null,null,hostal
1171,1,Ursus arctos,774 672 4456,261 Schlimgen Place,null,96-698-4936,7,20,18,9,null,null,hostal
1172,5,Fregata magnificans,555 927 5189,7471 Farragut Place,null,09-957-4669,9,11,20,10,null,null,hostal
1173,6,Bubalornis niger,808 543 1397,3 Lotheville Road,null,46-050-9712,23,7,23,9,null,null,hostal
1174,14,Varanus salvator,150 361 6280,1786 Pleasure Circle,null,29-591-8432,29,11,20,10,null,null,hostal
1175,3,Ovis musimon,289 273 6873,01604 Summit Park,null,80-626-8575,23,2,22,8,null,null,hostal
1176,12,Sula nebouxii,242 104 0193,2846 Bunting Center,null,19-503-8999,8,5,21,10,null,null,hostal
1177,10,Passer domesticus,667 756 4366,15743 Village Green Junction,null,37-633-5030,2,17,19,8,null,null,hostal
1178,3,Chlamydosaurus kingii,430 199 7681,576 Melody Place,null,83-529-1956,22,7,23,7,null,null,hostal
1179,10,Cathartes aura,352 700 7180,54037 Rowland Alley,null,78-973-6755,14,4,23,7,null,null,hostal
1180,14,Myiarchus tuberculifer,336 380 1230,90414 Park Meadow Avenue,null,65-314-5664,21,11,20,9,null,null,hostal
1181,15,Varanus sp.,281 873 8329,88084 Maywood Lane,null,15-334-9081,23,16,18,8,null,null,hostal
1182,4,Eolophus roseicapillus,553 658 1791,51061 Village Center,null,22-412-9604,15,11,21,10,null,null,hostal
1183,5,Corvus albus,255 368 0221,5880 Becker Crossing,null,76-027-8597,14,3,21,7,null,null,hostal
1184,12,Tamiasciurus hudsonicus,169 578 1302,00566 Jackson Court,null,18-630-3410,2,8,20,8,null,null,hostal
1185,9,Morelia spilotes variegata,510 462 9510,188 Carioca Avenue,null,40-924-4128,8,18,23,10,null,null,hostal
1186,4,Diomedea irrorata,367 411 2894,63600 Raven Court,null,15-817-1168,18,19,18,7,null,null,hostal
1187,11,Phalacrocorax niger,867 314 9199,0274 Birchwood Circle,null,96-348-5779,15,5,21,8,null,null,hostal
1188,15,Francolinus swainsonii,621 471 7955,95 Rowland Court,null,97-843-8765,12,14,22,10,null,null,hostal
1189,12,Nycticorax nycticorax,549 133 6245,82722 Hintze Crossing,null,85-048-7914,24,5,22,6,null,null,hostal
1190,6,Castor fiber,960 944 7398,218 Mendota Point,null,61-282-3504,28,4,21,6,null,null,hostal
1191,8,Acrobates pygmaeus,449 559 5274,235 Hayes Junction,null,64-208-1628,27,3,21,6,null,null,hostal
1192,8,Antilocapra americana,240 760 1274,7307 Clove Street,null,93-204-5370,26,7,23,10,null,null,hostal
1193,9,Tachybaptus ruficollis,210 856 8456,1049 Delladonna Court,null,00-805-5308,27,2,23,7,null,null,hostal
1194,14,Cervus duvauceli,470 116 5451,8 Dakota Avenue,null,04-246-0069,29,3,19,7,null,null,hostal
1195,1,Bettongia penicillata,746 598 5670,4278 Meadow Ridge Crossing,null,83-502-9610,2,1,22,7,null,null,hostal
1196,10,Ardea cinerea,242 463 6326,47239 Fallview Street,null,10-578-5052,21,18,22,8,null,null,hostal
1197,3,unavailable,985 489 0999,78 Drewry Point,null,17-432-3150,26,15,18,6,null,null,hostal
1198,5,Camelus dromedarius,242 429 7327,881 Heffernan Point,null,85-954-3441,28,3,20,8,null,null,hostal
1199,9,Tauraco porphyrelophus,773 285 2369,9976 Division Park,null,01-807-9146,18,10,19,8,null,null,hostal
1200,1,Tapirus terrestris,642 912 0805,717 Coolidge Avenue,null,86-892-2215,15,2,21,7,null,null,hostal
1201,6,unavailable,955 950 0168,8 Crowley Street,null,11-278-7226,17,9,18,9,null,null,hostal
1202,14,Branta canadensis,815 140 4996,9479 Saint Paul Place,null,21-460-5640,28,15,23,9,null,null,hostal
1203,1,Canis lupus,974 972 3872,01 Orin Street,null,64-514-1382,24,7,20,8,null,null,hostal
1204,5,Dicrostonyx groenlandicus,604 217 2860,58 Calypso Center,null,58-994-4477,29,2,22,9,null,null,hostal
1205,9,Cebus apella,975 640 1840,092 Annamark Avenue,null,94-499-2733,22,6,18,9,null,null,hostal
1206,3,Loxodonta africana,897 667 2280,30 Kipling Center,null,10-059-8881,28,20,23,10,null,null,hostal
1207,3,Paroaria gularis,845 570 4643,2 Hoard Plaza,null,96-071-8360,30,14,20,10,null,null,hostal
1208,4,Hydrochoerus hydrochaeris,156 945 3537,7478 Pearson Alley,null,84-557-0989,2,3,22,7,null,null,hostal
1209,14,Cracticus nigroagularis,510 323 1955,475 Superior Avenue,null,88-598-4907,27,20,20,8,null,null,hostal
1210,14,Cordylus giganteus,870 257 3746,11 Westport Plaza,null,39-352-1182,28,14,21,9,null,null,hostal
1211,7,Sciurus vulgaris,290 911 0096,9 Birchwood Terrace,null,14-409-2120,28,19,23,7,null,null,hostal
1212,10,Naja nivea,903 447 3569,8553 Eastwood Parkway,null,47-056-4330,15,9,23,7,null,null,hostal
1213,3,Numida meleagris,200 573 6590,7749 Merry Lane,null,34-134-5720,3,8,20,7,null,null,hostal
1214,2,Calyptorhynchus magnificus,589 374 8783,89295 3rd Center,null,19-311-0520,19,14,18,8,null,null,hostal
1215,10,Lama guanicoe,836 874 2026,9513 Hagan Lane,null,11-318-8681,4,13,18,9,null,null,hostal
1216,8,Echimys chrysurus,387 212 3962,664 Algoma Way,null,61-040-9907,5,18,23,6,null,null,hostal
1217,4,Bugeranus caruncalatus,728 104 3067,82 Coolidge Crossing,null,81-715-4249,1,1,21,7,null,null,hostal
1218,14,Platalea leucordia,442 723 1903,784 Hoffman Court,null,89-784-8129,15,2,22,6,null,null,hostal
1219,5,Canis lupus baileyi,853 306 0189,9518 Mandrake Lane,null,24-714-8737,3,13,19,9,null,null,hostal
1220,1,Crax sp.,868 553 0736,3 Sunbrook Center,null,06-574-1960,22,1,22,10,null,null,hostal
1221,9,Nyctea scandiaca,538 729 4294,007 Mockingbird Pass,null,54-686-9486,5,11,19,7,null,null,hostal
1222,11,Manouria emys,119 660 2286,91 Novick Lane,null,75-511-5657,25,19,20,9,null,null,hostal
1223,10,Choloepus hoffmani,156 911 5022,47068 Bellgrove Road,null,20-573-8018,28,5,21,8,null,null,hostal
1224,15,Butorides striatus,321 490 1270,26 Randy Point,null,31-840-8733,14,14,19,10,null,null,hostal
1225,12,Casmerodius albus,732 288 9935,49534 Florence Hill,null,12-863-3305,27,3,20,10,null,null,hostal
1226,4,Nasua nasua,172 846 3153,59683 Sage Court,null,04-828-1858,25,10,20,10,null,null,hostal
1227,9,Heloderma horridum,530 926 3801,5 Prentice Trail,null,12-090-4834,21,15,21,10,null,null,hostal
1228,14,Alcelaphus buselaphus cokii,898 754 2360,0 Northland Parkway,null,51-919-9147,9,16,18,8,null,null,hostal
1229,2,Terathopius ecaudatus,171 776 5729,10 Kennedy Pass,null,34-966-8221,20,12,23,10,null,null,hostal
1230,14,Potos flavus,667 812 5753,85 Brown Lane,null,68-980-4106,7,5,18,6,null,null,hostal
1231,15,Phasianus colchicus,401 129 5875,45 Hollow Ridge Circle,null,04-484-3891,11,5,18,6,null,null,hostal
1232,3,Tachybaptus ruficollis,497 677 1626,903 Marquette Way,null,29-599-3698,10,9,22,8,null,null,hostal
1233,11,Numida meleagris,198 362 6029,5740 Oxford Court,null,45-300-6490,18,17,18,6,null,null,hostal
1234,6,Loxodonta africana,709 498 4499,5 Everett Point,null,77-218-2605,11,6,22,8,null,null,hostal
1235,3,Damaliscus dorcas,954 624 2792,75 Miller Parkway,null,86-508-4843,29,13,23,8,null,null,hostal
1236,8,Echimys chrysurus,710 789 1520,3249 Melvin Street,null,53-911-4077,7,16,22,7,null,null,hostal
1237,6,Falco peregrinus,113 304 2945,89418 Oxford Avenue,null,79-385-2789,26,13,22,9,null,null,hostal
1238,10,Butorides striatus,425 453 8285,6 Tennyson Alley,null,51-245-0303,19,8,21,9,null,null,hostal
1239,10,Ciconia ciconia,478 919 1044,8 Reindahl Circle,null,83-838-2560,25,18,18,6,null,null,hostal
1240,9,Sagittarius serpentarius,323 666 2547,89 Oakridge Hill,null,74-384-0398,21,8,18,6,null,null,hostal
1241,7,Martes americana,736 170 5449,639 Beilfuss Hill,null,82-025-4959,27,5,21,8,null,null,hostal
1242,12,Rhea americana,753 292 8021,083 Nelson Place,null,64-328-1437,11,17,19,7,null,null,hostal
1243,14,Morelia spilotes variegata,883 432 0394,5 Basil Center,null,64-153-3685,25,5,21,6,null,null,hostal
1244,14,Spheniscus mendiculus,502 666 3036,578 Dryden Park,null,69-752-6335,26,14,18,8,null,null,hostal
1245,9,Eubalaena australis,862 581 0184,3340 Linden Road,null,18-987-0527,26,7,18,8,null,null,hostal
1246,3,Colobus guerza,965 261 7449,67598 Iowa Lane,null,42-535-8921,22,12,20,6,null,null,hostal
1247,5,Cynictis penicillata,126 204 1017,29 Maywood Court,null,72-044-3419,4,17,18,9,null,null,hostal
1248,15,Echimys chrysurus,585 882 8770,0655 Holmberg Avenue,null,15-648-2192,2,19,21,9,null,null,hostal
1249,12,Meleagris gallopavo,933 715 0905,7103 Monterey Trail,null,52-882-5867,7,8,19,10,null,null,hostal
1250,10,Bradypus tridactylus,741 217 0035,89 Magdeline Pass,null,61-486-1514,28,8,20,7,null,null,hostal
1251,13,Ovis ammon,953 227 2597,710 Mariners Cove Avenue,null,38-654-9290,3,8,23,9,null,null,hostal
1252,3,Nycticorax nycticorax,998 454 9197,46072 Maple Wood Point,null,03-132-7741,30,20,23,10,null,null,hostal
1253,2,Alligator mississippiensis,117 438 9291,8631 Northridge Alley,null,07-418-7961,9,4,20,6,null,null,hostal
1254,15,Dicrostonyx groenlandicus,182 540 4705,47 Rieder Circle,null,83-131-4650,28,9,23,7,null,null,hostal
1255,3,Bettongia penicillata,754 222 3203,80204 Thompson Parkway,null,70-350-0875,25,5,23,8,null,null,hostal
1256,7,Merops bullockoides,729 942 9119,47744 Morning Road,null,82-297-2428,11,10,21,10,null,null,hostal
1257,13,Morelia spilotes variegata,759 687 7387,367 Bluejay Point,null,79-848-8915,4,10,19,9,null,null,hostal
1258,4,Connochaetus taurinus,579 957 8053,987 Sommers Junction,null,17-195-2797,27,18,19,6,null,null,hostal
1259,11,Acanthaster planci,191 239 6913,301 Shopko Place,null,86-696-9350,17,20,20,6,null,null,hostal
1260,13,Cervus canadensis,353 343 7917,1 Pawling Avenue,null,78-276-7691,1,11,19,10,null,null,hostal
1261,6,unavailable,105 156 1771,859 6th Street,null,46-415-8237,30,9,18,6,null,null,hostal
1262,1,Colobus guerza,452 932 6495,94877 Monica Junction,null,64-776-2770,30,19,19,6,null,null,hostal
1263,12,Stercorarius longicausus,612 452 9729,06917 Blackbird Drive,null,68-414-2879,28,15,23,9,null,null,hostal
1264,1,Papio cynocephalus,516 857 2232,115 Ruskin Way,null,15-437-1782,15,9,22,8,null,null,hostal
1265,13,Colobus guerza,903 785 1695,96256 Larry Park,null,07-392-1924,2,4,20,7,null,null,hostal
1266,13,Bos taurus,184 154 0662,489 Dexter Court,null,14-865-4085,7,19,22,9,null,null,hostal
1267,2,Mabuya spilogaster,130 263 1400,87 Buena Vista Point,null,14-632-0548,2,13,18,7,null,null,hostal
1268,13,Psophia viridis,518 723 2069,09656 Jenifer Road,null,42-727-3179,24,18,19,10,null,null,hostal
1269,15,Dasyurus viverrinus,597 859 2443,4726 Knutson Hill,null,87-524-3092,20,12,23,9,null,null,hostal
1270,6,Bucorvus leadbeateri,194 102 2640,2049 Declaration Pass,null,67-525-1118,27,16,22,9,null,null,hostal
1271,15,Canis mesomelas,515 966 0922,93124 Warner Avenue,null,51-627-6826,28,17,23,9,null,null,hostal
1272,1,Paraxerus cepapi,624 496 7332,50 Red Cloud Trail,null,05-759-3626,6,2,22,10,null,null,hostal
1273,14,Nectarinia chalybea,202 378 1126,4490 Golf Court,null,60-591-4988,18,3,18,9,null,null,hostal
1274,7,Mirounga angustirostris,101 820 8959,9632 Valley Edge Pass,null,64-166-0540,1,20,20,9,null,null,hostal
1275,9,Heloderma horridum,439 230 8751,60103 Hansons Trail,null,37-783-9219,27,1,22,9,null,null,hostal
1276,7,Thamnolaea cinnmomeiventris,340 742 2508,908 Pawling Crossing,null,46-244-4226,9,10,19,6,null,null,hostal
1277,8,Terrapene carolina,281 520 2261,6 Leroy Parkway,null,28-882-4914,12,19,23,8,null,null,hostal
1278,8,Gyps bengalensis,990 771 9033,64882 Lerdahl Way,null,26-804-6125,22,7,22,8,null,null,hostal
1279,6,Lasiodora parahybana,570 382 2009,648 Saint Paul Park,null,80-109-7034,9,7,20,8,null,null,hostal
1280,9,Redunca redunca,965 338 0788,60 Sherman Alley,null,64-859-4616,21,13,23,9,null,null,hostal
1281,3,Sula dactylatra,993 818 9640,068 Heffernan Plaza,null,55-828-8339,21,16,18,9,null,null,hostal
1282,11,Geochelone elephantopus,313 374 7797,94 Fieldstone Lane,null,94-854-7011,8,8,20,10,null,null,hostal
1283,3,Phascogale tapoatafa,326 623 6176,24736 Westridge Lane,null,43-767-3592,6,16,21,10,null,null,hostal
1284,15,Acridotheres tristis,978 547 4855,7 Northview Alley,null,25-804-7385,21,2,23,6,null,null,hostal
1285,12,Mycteria ibis,395 355 2638,00 Haas Trail,null,37-298-2173,11,20,21,8,null,null,hostal
1286,1,Falco mexicanus,829 497 5048,2 International Center,null,40-600-4992,17,12,22,9,null,null,hostal
1287,14,Dendrohyrax brucel,167 365 1730,19122 Reinke Street,null,80-864-9349,12,15,21,9,null,null,hostal
1288,9,Agkistrodon piscivorus,152 601 2318,93 Pennsylvania Park,null,41-570-8162,19,6,23,9,null,null,hostal
1289,12,Drymarchon corias couperi,542 851 9766,49687 Fremont Point,null,58-435-0596,16,7,21,8,null,null,hostal
1290,8,Merops nubicus,566 757 9457,523 Chive Alley,null,60-064-4650,20,14,18,7,null,null,hostal
1291,5,Conolophus subcristatus,327 797 9833,2652 Sullivan Crossing,null,41-375-6592,24,13,18,6,null,null,hostal
1292,5,Orcinus orca,795 870 9800,11 Walton Drive,null,53-948-3432,7,7,19,7,null,null,hostal
1293,15,Sarkidornis melanotos,747 592 5063,20 Bashford Alley,null,61-402-6083,12,3,22,10,null,null,hostal
1294,4,Pelecans onocratalus,126 187 3841,18964 Nancy Alley,null,72-440-0986,22,11,21,10,null,null,hostal
